SNo,HOTEL NAME,CITIES,LOCATION,NUMBER OF REVIEWS,USER RATINGS,STAR RATING,REVIEW SCORE
6620,KOZYGURU DOCKLANDS HIGH LEVEL WATERVIEW 1BED POOL VDO883-2009,Melbourne,"Docklands, Melbourne",3 reviews,7.3,2,Good
6621,KOZYGURU DOCKLANDS LUXURY WATER VIEW APT 1 BED VDO915,Melbourne,"Docklands, Melbourne",3 reviews,7.0,4,Good
6622,Arrow on Swanston,Melbourne,"Carlton, Melbourne","4,049 reviews",5.6,1,Review score
6623,10A Brunswick Living Studio Close to APT and CBD Free Wifi Tram at Doorstep,Melbourne,Melbourne,12 reviews,6.6,2,Review score
6624,ReadySet Apartments on Little Collins,Melbourne,"Melbourne CBD, Melbourne",15 reviews,7.1,3,Good
6625,ReadySet Apartments at Glasshouse,Melbourne,"Prahran, Melbourne",4 reviews,2.5,4,Review score
6626,"Modern 3 Bedroom Apt With FREE Parking, Netflix, Wifi & Welcome Wine by BnB Pro",Melbourne,Melbourne,24 reviews,9.5,1,Exceptional
6627,Four Seasons Home家四季客栈,Melbourne,Melbourne,8 reviews,9.2,1,Superb
6628,Exclusive Stays - Mainpoint,Melbourne,"Southbank, Melbourne",6 reviews,7.3,4,Good
6629,Exclusive Stays - Prima Tower,Melbourne,"Southbank, Melbourne",15 reviews,8.5,4,Very good
6630,ReadySet Apartments on Southbank Boulevard,Melbourne,"Southbank, Melbourne",62 reviews,6.2,5,Review score
6631,ReadySet Apartments at Sentinel,Melbourne,"Southbank, Melbourne",9 reviews,5.9,5,Review score
6632,ReadySet Apartments on Spencer,Melbourne,"Melbourne CBD, Melbourne",88 reviews,6.1,2,Review score
6633,ReadySet Apartments at Madison,Melbourne,"Melbourne CBD, Melbourne",121 reviews,6.2,5,Review score
6634,ReadySet Apartments at Lighthouse,Melbourne,"Melbourne CBD, Melbourne",46 reviews,6.4,1,Review score
6635,ReadySet Apartments on King,Melbourne,"Melbourne CBD, Melbourne",72 reviews,6.5,2,Review score
6636,Readyset Apartments at Liberty,Melbourne,"Melbourne CBD, Melbourne",37 reviews,5.9,4,Review score
6637,Europa Melbourne,Melbourne,"Melbourne CBD, Melbourne","2,427 reviews",7.8,2,Good
6638,Barkly Backpackers,Melbourne,"St Kilda, Melbourne",156 reviews,7.5,3,Good
6639,Bayside House,Melbourne,"St Kilda, Melbourne",334 reviews,6.9,4,Review score
6640,St Kilda Accommodation,Melbourne,"St Kilda, Melbourne",69 reviews,6.2,1,Review score
6641,Quest Melbourne Airport,Melbourne,"Tullamarine, Melbourne",921 reviews,8.4,1,Very good
6642,St Kilda East backpackers' hostel,Melbourne,Melbourne,129 reviews,3.9,4,Review score
6643,CARD Hôtel,Paris,"17th arr., Paris",145 reviews,8.9,2,Fabulous
6644,Port Royal Hotel,Paris,"5th arr., Paris","3,378 reviews",7.4,4,Good
6645,Lovely Studio near Sacré-Cœur,Paris,"18th arr., Paris",,,1,
6646,Confort à Maridor,Paris,"15th arr., Paris",3 external reviews,Very good 8.0,4,
6647,Delphine,Paris,"16th arr., Paris",,,4,
6648,Champs Elysées deux pas de l Etoile Tour Eiffel,Paris,"8th arr., Paris",,,5,
6649,Oasis urbain,Paris,"17th arr., Paris",,,5,
6650,Un bel appartement atypique,Paris,"11th arr., Paris",10 external reviews,Exceptional 9.6,2,
6651,Nid perché au cœur de Paris,Paris,"12th arr., Paris",7 external reviews,Exceptional 9.7,5,
6652,La maison bleue,Paris,"9th arr., Paris",,,1,
6653,Place Wagram,Paris,"17th arr., Paris",,,2,
6654,Saint Dominique,Paris,"7th arr., Paris",,,4,
6655,Cosy studio 2P - Batignolles Pigalle,Paris,"17th arr., Paris",9 external reviews,Superb 9.1,1,
6656,Appartement luxe 2 pièces proche Tour Eiffel,Paris,"15th arr., Paris",8 external reviews,Superb 9.0,2,
6657,Sweet Central-Paris Studio,Paris,"17th arr., Paris",1 review,8.0,4,Very good
6658,La perle du Marais,Paris,"3rd arr., Paris",1 review,10,5,Exceptional
6659,Hotel Anya,Paris,"11th arr., Paris",943 reviews,7.5,1,Good
6660,Hotel d'Espagne,Paris,"9th arr., Paris","1,359 reviews",8.0,2,Very good
6661,Hotel Korner Eiffel,Paris,"15th arr., Paris","1,562 reviews",8.1,5,Very good
6662,citizenM Paris Gare de Lyon,Paris,"12th arr., Paris","9,869 reviews",8.3,1,Very good
6663,Hôtel Albert 1er,Paris,"10th arr., Paris","1,024 reviews",7.8,2,Good
6664,Appartement spacieux et lumineux à Montorgueil,Paris,"2nd arr., Paris",121 external reviews,Superb 9.5,3,
6665,Cosy apt Arc de Triomphe,Paris,"17th arr., Paris",49 external reviews,Exceptional 9.9,4,
6666,"Holiday Inn Paris Gare de l'Est, an IHG Hotel",Paris,"10th arr., Paris","5,519 reviews",7.6,1,Good
6667,303- Relaxez vous dans un studio de charme Paris 5,Paris,"5th arr., Paris",1 review,7.0,1,Good
6668,Hotel Inn Design Paris Place d’Italie (ex Timhotel),Paris,"13th arr., Paris","3,065 reviews",7.9,4,Good
6669,Grand Hotel Francais,Paris,"11th arr., Paris",640 reviews,8.5,5,Very good
6670,Hotel Eden Montmartre,Paris,"18th arr., Paris","1,464 reviews",7.9,5,Good
6671,Clery 31,Paris,"2nd arr., Paris",3 reviews,7.3,2,Good
6672,Hotel Ariane Montparnasse by Patrick Hayat,Paris,"14th arr., Paris",270 reviews,8.0,5,Very good
6673,Hôtel Saint Marcel,Paris,"13th arr., Paris","1,907 reviews",8.3,1,Very good
6674,Hotel CIS Paris Kellermann,Paris,"13th arr., Paris","5,423 reviews",7.3,2,Good
6675,Hotel Nation Montmartre,Paris,"18th arr., Paris",62 reviews,6.3,4,Review score
6676,citizenM Paris Opera,Paris,"2nd arr., Paris",251 reviews,8.7,1,Fabulous
6677,Hôtel Liège Strasbourg,Paris,"10th arr., Paris","2,474 reviews",7.2,1,Good
6678,Au Pacific Hotel,Paris,"15th arr., Paris","3,323 reviews",8.0,2,Very good
6679,Hotel Terminus Montparnasse,Paris,"6th arr., Paris","2,530 reviews",7.4,3,Good
6680,Hotel de l'Aqueduc,Paris,"10th arr., Paris","3,531 reviews",7.2,4,Good
6681,OKKO Hotels Paris Rosa Parks,Paris,"19th arr., Paris",330 reviews,8.1,1,Very good
6682,Hotel Mimosa Paris,Paris,"10th arr., Paris","1,718 reviews",7.4,1,Good
6683,Charmant studio rénové calme triangle d’Or Canal St Martin,Paris,"10th arr., Paris",,,4,
6684,Arian Hôtel,Paris,"13th arr., Paris","1,200 reviews",7.6,4,Good
6685,Comfort Hotel Nation Père Lachaise,Paris,"11th arr., Paris","1,397 reviews",6.9,5,Review score
6686,Hilton Garden Inn Paris La Villette,Paris,"19th arr., Paris",115 reviews,8.6,5,Fabulous
6687,B&B HOTEL Paris 17 Batignolles,Paris,"17th arr., Paris","11,466 reviews",7.9,2,Good
6688,Hôtel Brittany,Paris,"9th arr., Paris",258 reviews,8.5,5,Very good
6689,BeautifulParis18,Paris,"18th arr., Paris",2 reviews,9.0,1,Superb
6690,Best Western Ronceray Opéra,Paris,"9th arr., Paris","1,102 reviews",7.7,2,Good
6691,Prince Albert Lyon Bercy,Paris,"12th arr., Paris","2,013 reviews",8.1,4,Very good
6692,ibis Paris Gare de Lyon Reuilly,Paris,"12th arr., Paris",940 reviews,7.8,1,Good
6693,Hotel Campanile Paris-Bercy Village,Paris,"12th arr., Paris","6,444 reviews",7.9,1,Good
6694,Hôtel Des Batignolles,Paris,"17th arr., Paris","2,622 reviews",8.3,2,Very good
6695,Petit appartement Montmartre,Paris,"18th arr., Paris",1 review,10,3,Exceptional
6696,Nouvel Hôtel Eiffel,Paris,"15th arr., Paris","1,044 reviews",7.9,4,Good
6697,"Holiday Inn Express Paris-Canal De La Villette, an IHG Hotel",Paris,"19th arr., Paris","4,578 reviews",8.1,1,Very good
6698,Zoku Paris,Paris,"17th arr., Paris",563 reviews,9.0,1,Superb
6699,Hôtel Prince Albert Concordia,Paris,"12th arr., Paris","2,078 reviews",8.3,4,Very good
6700,HotelF1 Paris Saint Ouen Marché Aux Puces,Paris,"18th arr., Paris","12,787 reviews",6.3,4,Review score
6701,Hotel Mirabeau Eiffel,Paris,"15th arr., Paris","1,217 reviews",7.0,5,Good
6702,Timhotel Paris Gare Montparnasse,Paris,"15th arr., Paris","2,136 reviews",7.1,5,Good
6703,Hôtel du Roussillon,Paris,"13th arr., Paris",799 reviews,7.4,2,Good
6704,Hotel des Bains,Paris,"14th arr., Paris","1,540 reviews",7.6,5,Good
6705,Hotel de Nesle,Paris,"6th arr., Paris","1,108 reviews",7.7,1,Good
6706,Westside Arc de Triomphe Hotel,Paris,"17th arr., Paris","1,175 reviews",8.2,2,Very good
6707,Louisa Hotel Paris,Paris,"16th arr., Paris","1,666 reviews",7.4,4,Good
6708,"Holiday Inn Paris-Auteuil, an IHG Hotel",Paris,"16th arr., Paris","1,172 reviews",8.6,1,Fabulous
6709,Lovely studio 7th arr- Eiffel Tower/ Invalides,Paris,"7th arr., Paris",1 review,7.0,1,Good
6710,Hôtel Eiffel Rive Gauche,Paris,"7th arr., Paris","2,876 reviews",7.6,2,Good
6711,Hôtel Korner Etoile,Paris,"17th arr., Paris","1,222 reviews",8.3,3,Very good
6712,Glasgow Monceau by Patrick Hayat,Paris,"17th arr., Paris",559 reviews,8.0,4,Very good
6713,Chambre privée paris 16,Paris,"16th arr., Paris",1 review,6.0,1,Review score
6714,Hotel le 18 Paris,Paris,"18th arr., Paris","1,611 reviews",7.8,1,Good
6715,Porte de Versailles Hotel,Paris,"15th arr., Paris","1,035 reviews",7.9,4,Good
6716,Hôtel R de Paris - Boutique Hotel,Paris,"9th arr., Paris",674 reviews,8.7,4,Fabulous
6717,Alberte Hôtel,Paris,"7th arr., Paris",81 reviews,9.4,5,Superb
6718,Jack's Hotel,Paris,"13th arr., Paris","1,141 reviews",8.0,5,Very good
6719,Hotel des Vosges,Paris,"20th arr., Paris","1,182 reviews",8.0,2,Very good
6720,Hôtel de la Tour Eiffel,Paris,"7th arr., Paris","1,279 reviews",7.3,5,Good
6721,Studio montorgueil centre,Paris,"2nd arr., Paris",2 reviews,7.0,1,Good
6722,Appart'City Collection Paris Gare de Lyon,Paris,"12th arr., Paris",105 reviews,8.8,2,Fabulous
6723,ibis Styles Paris Eiffel Cambronne,Paris,"15th arr., Paris","1,148 reviews",7.7,4,Good
6724,UCPA SPORT STATION HOSTEL PARIS,Paris,"19th arr., Paris","4,457 reviews",8.0,1,Very good
6725,Cozy flat Paris centre,Paris,"1st arr., Paris",3 reviews,9.3,1,Superb
6726,Hotel Armoni Paris,Paris,"17th arr., Paris","1,770 reviews",8.1,2,Very good
6727,Hotel Etoile Saint Ferdinand by Happyculture,Paris,"17th arr., Paris","1,664 reviews",8.0,3,Very good
6728,Hôtel Résidence De Bruxelles,Paris,"18th arr., Paris","2,120 reviews",6.3,4,Review score
6729,Hôtel Sunny,Paris,"5th arr., Paris","2,430 reviews",7.6,1,Good
6730,"Appartement luxe Avenue Foch /Arc de Triomphe ,champs Elysées air conditionne 4P",Paris,"16th arr., Paris",,,1,
6731,Grand Hotel Dore,Paris,"12th arr., Paris",918 reviews,8.2,4,Very good
6732,Abaca Messidor by Happyculture,Paris,"15th arr., Paris","2,797 reviews",8.0,4,Very good
6733,Hotel Splendor Elysées,Paris,"17th arr., Paris","1,424 reviews",8.2,5,Very good
6734,Hotel Puy De Dôme,Paris,"18th arr., Paris","1,525 reviews",8.0,5,Very good
6735,Tipi,Paris,"14th arr., Paris","2,895 reviews",7.0,2,Good
6736,Avalon Cosy Hotel Paris,Paris,"10th arr., Paris","1,022 reviews",8.3,5,Very good
6737,Mercure Paris Place d'Italie,Paris,"13th arr., Paris",753 reviews,7.8,1,Good
6738,MIJE MARAIS,Paris,"4th arr., Paris","4,196 reviews",7.5,2,Good
6739,Relais Bergson,Paris,"19th arr., Paris","1,004 reviews",7.5,4,Good
6740,Hôtel Pastel Paris,Paris,"16th arr., Paris",591 reviews,8.3,1,Very good
6741,Hotel Zora,Paris,"2nd arr., Paris",757 reviews,8.4,1,Very good
6742,Bell appartement de style au centre Paris,Paris,"16th arr., Paris",,,2,
6743,Lennon Hotel Paris Gare du Nord,Paris,"10th arr., Paris","1,730 reviews",7.4,3,Good
6744,Timhotel Tour Eiffel,Paris,"15th arr., Paris","1,409 reviews",7.2,4,Good
6745,LovelyParis——Studio au coeur de Paris 2,Paris,"2nd arr., Paris",2 reviews,8.5,1,Very good
6746,Hôtel AMI - Orso Hotels,Paris,"15th arr., Paris",996 reviews,8.5,1,Very good
6747,Hotel Apolonia Paris Montmartre; Sure Hotel Collection by Best Western,Paris,"18th arr., Paris","1,885 reviews",8.1,4,Very good
6748,Solar Hotel,Paris,"14th arr., Paris","1,106 reviews",7.9,4,Good
6749,Hotel de L'Union,Paris,"20th arr., Paris","1,474 reviews",7.5,5,Good
6750,Le Bijou de Montmartre - au centre de paris,Paris,"9th arr., Paris",1 review,1.0,5,Review score
6751,Libertel Canal Saint Martin,Paris,"19th arr., Paris","1,252 reviews",7.8,2,Good
6752,Résidence du Pré,Paris,"9th arr., Paris","2,520 reviews",8.1,5,Very good
6753,Through apartment - Place de la Réunion,Paris,"20th arr., Paris",5 external reviews,Very good 8.4,1,
6754,Hotel Luxia,Paris,"18th arr., Paris",672 reviews,7.7,2,Good
6755,Arcadie Montparnasse,Paris,"14th arr., Paris","2,099 reviews",8.1,4,Very good
6756,Hotel Le Richemont,Paris,"13th arr., Paris","1,805 reviews",7.9,1,Good
6757,Apollon Montparnasse,Paris,"14th arr., Paris","1,828 reviews",7.9,2,Good
6758,Private room center Paris,Paris,"6th arr., Paris",4 reviews,4.3,3,Review score
6759,Studio 16 Trocadéro,Paris,"16th arr., Paris",2 reviews,9.5,4,Exceptional
6760,Apollinaire,Paris,"14th arr., Paris","1,824 reviews",8.2,1,Very good
6761,Hotel de L'Esperance,Paris,"5th arr., Paris","2,625 reviews",8.5,1,Very good
6762,Mode Paris Aparthotel,Paris,"16th arr., Paris",218 reviews,9.0,4,Superb
6763,Best Western Plus Hôtel Mercedes,Paris,"17th arr., Paris",446 reviews,8.7,4,Fabulous
6764,Hôtel Vendome Saint-Germain,Paris,"5th arr., Paris","2,011 reviews",8.6,5,Fabulous
6765,Mercure Paris Gare du Nord,Paris,"10th arr., Paris",753 reviews,7.4,5,Good
6766,Charming apt - St Germain des Prés-Mobility Lease,Paris,"6th arr., Paris",,,2,
6767,Hôtel De La Paix,Paris,"15th arr., Paris","1,921 reviews",8.3,5,Very good
6768,Pavillon Opéra Grands Boulevards,Paris,"9th arr., Paris",491 reviews,7.4,1,Good
6769,"Holiday Inn Paris Montmartre, an IHG Hotel",Paris,"18th arr., Paris",934 reviews,8.3,2,Very good
6770,Hôtel Hor Les Lumières,Paris,"11th arr., Paris","2,273 reviews",8.3,4,Very good
6771,ibis Paris Vaugirard Porte de Versailles,Paris,"15th arr., Paris",884 reviews,8.0,1,Very good
6772,Hotel Imperial Paris,Paris,"9th arr., Paris","1,234 reviews",8.0,1,Very good
6773,Hôtel 15 Montparnasse,Paris,"15th arr., Paris",624 reviews,8.3,2,Very good
6774,Hôtel Léonard de Vinci II,Paris,"15th arr., Paris",760 reviews,7.0,3,Good
6775,Hôtel du Parc Montparnasse,Paris,"14th arr., Paris",893 reviews,8.0,4,Very good
6776,Hôtel Orchidée,Paris,"14th arr., Paris","3,181 reviews",8.4,1,Very good
6777,Hotel Phenix Paris,Paris,"17th arr., Paris",153 reviews,7.5,1,Good
6778,Auberge de Jeunesse HI Paris Yves Robert,Paris,"18th arr., Paris","4,587 reviews",7.7,4,Good
6779,Hôtel Des Arts-Bastille,Paris,"11th arr., Paris","2,402 reviews",7.9,4,Good
6780,Hotel Hippodrome,Paris,"18th arr., Paris",535 reviews,7.6,5,Good
6781,B&B HOTEL Paris Porte des Lilas,Paris,"19th arr., Paris","11,610 reviews",7.8,5,Good
6782,Amélie Hotel,Paris,"7th arr., Paris",483 reviews,7.9,2,Good
6783,Hotel Meslay Republique,Paris,"3rd arr., Paris","2,402 reviews",8.0,5,Very good
6784,Hôtel Marais Hôme,Paris,"11th arr., Paris","1,165 reviews",8.2,1,Very good
6785,Hotel de Neuve by Happyculture,Paris,"4th arr., Paris",830 reviews,7.9,2,Good
6786,Hotel du Chemin Vert,Paris,"11th arr., Paris","1,924 reviews",7.7,4,Good
6787,Hôtel Kabanel,Paris,"10th arr., Paris","2,068 reviews",7.5,1,Good
6788,Best Western Plus 61 Paris Nation Hotel,Paris,"12th arr., Paris","1,467 reviews",7.6,1,Good
6789,Hôtel Flor Rivoli,Paris,"1st arr., Paris","1,332 reviews",7.4,2,Good
6790,Hôtel L'Interlude,Paris,"12th arr., Paris","2,085 reviews",8.2,3,Very good
6791,Hôtel De La Porte Dorée,Paris,"12th arr., Paris","2,950 reviews",8.4,4,Very good
6792,Adagio Paris 19ème Cité de la Musique,Paris,"19th arr., Paris","1,529 reviews",7.5,1,Good
6793,L'Ouest Hotel,Paris,"8th arr., Paris","1,775 reviews",8.2,1,Very good
6794,VLH Montparnasse Eiffel,Paris,"15th arr., Paris",401 reviews,7.5,4,Good
6795,Hotel Restaurant Au Boeuf Couronné,Paris,"19th arr., Paris","1,804 reviews",8.4,4,Very good
6796,Hôtel Tiquetonne,Paris,"2nd arr., Paris","1,596 reviews",7.2,5,Good
6797,Hôtel Odyssey by Elegancia,Paris,"1st arr., Paris","1,092 reviews",8.0,5,Very good
6798,Novotel Paris Porte Versailles,Paris,"15th arr., Paris","5,966 reviews",8.5,2,Very good
6799,Best Western Hotel Le Montparnasse,Paris,"6th arr., Paris","1,861 reviews",7.2,5,Good
6800,Hotel Viator - Gare de Lyon,Paris,"12th arr., Paris","2,034 reviews",7.9,1,Good
6801,Vice Versa,Paris,"15th arr., Paris",617 reviews,7.8,2,Good
6802,Hotel Du Beaumont,Paris,"18th arr., Paris","1,389 reviews",8.1,4,Very good
6803,Paris Art Hotel Quartier Latin by Malone,Paris,"5th arr., Paris","1,004 reviews",8.5,1,Very good
6804,Hôtel du Mont Blanc,Paris,"5th arr., Paris","2,589 reviews",7.4,1,Good
6805,AMHotel Italie,Paris,"13th arr., Paris",540 reviews,8.2,2,Very good
6806,Hôtel Cabane - Orso Hotels,Paris,"14th arr., Paris",952 reviews,8.4,3,Very good
6807,Hôtel Madeleine Haussmann,Paris,"8th arr., Paris","1,061 reviews",8.2,4,Very good
6808,Best Western Plus Hotel Sydney Opera,Paris,"8th arr., Paris","1,476 reviews",9.0,1,Superb
6809,Charming Studio 4P next to République,Paris,"3rd arr., Paris",,,1,
6810,Hôtel Joe M,Paris,"9th arr., Paris","1,508 reviews",8.4,4,Very good
6811,Montparnasse Daguerre,Paris,"14th arr., Paris","1,735 reviews",8.0,4,Very good
6812,Relais du Pré,Paris,"9th arr., Paris","1,161 reviews",8.1,5,Very good
6813,ibis Paris Gare du Nord Château Landon 10ème,Paris,"10th arr., Paris","4,517 reviews",7.4,5,Good
6814,Hotel Auguste,Paris,"15th arr., Paris","1,403 reviews",7.0,2,Good
6815,Hôtel Saint Pierre,Paris,"6th arr., Paris","2,529 reviews",7.4,5,Good
6816,Hôtel L de Lutèce,Paris,"4th arr., Paris",600 reviews,8.4,1,Very good
6817,Les Plumes Hotel,Paris,"9th arr., Paris",430 reviews,8.4,2,Very good
6818,Hotel des Pyrénées,Paris,"20th arr., Paris","2,086 reviews",7.7,4,Good
6819,55 Hôtel Montparnasse,Paris,"14th arr., Paris","1,890 reviews",7.7,1,Good
6820,Nord Est Hotel,Paris,"10th arr., Paris","1,390 reviews",7.2,2,Good
6821,Altona,Paris,"10th arr., Paris","3,702 reviews",7.4,3,Good
6822,Hôtel Mistral,Paris,"14th arr., Paris",549 reviews,8.7,4,Fabulous
6823,Cactus,Paris,"15th arr., Paris","1,211 reviews",7.1,1,Good
6824,Five Boutique Hotel Paris Quartier Latin,Paris,"5th arr., Paris",896 reviews,7.6,1,Good
6825,Hôtel du Cygne Paris,Paris,"1st arr., Paris","1,256 reviews",7.9,4,Good
6826,Hotel The Playce by Happyculture,Paris,"18th arr., Paris","2,136 reviews",7.7,4,Good
6827,Hotel de Paris Montmartre,Paris,"17th arr., Paris","2,947 reviews",8.2,5,Very good
6828,Jennifer,Paris,"12th arr., Paris",21 reviews,7.8,5,Good
6829,Hotel Le Clos d'Alésia,Paris,"14th arr., Paris","1,168 reviews",7.1,2,Good
6830,Hotel Eiffel Blomet,Paris,"15th arr., Paris","2,402 reviews",8.7,5,Fabulous
6831,Residhome Paris Rosa Parks,Paris,"19th arr., Paris","2,539 reviews",8.2,1,Very good
6832,WIT Hotel,Paris,"9th arr., Paris","2,809 reviews",7.0,2,Good
6833,"Holiday Inn Paris - Gare de Lyon Bastille, an IHG Hotel",Paris,"12th arr., Paris","2,341 reviews",8.5,4,Very good
6834,Best Western Le Montmartre – Saint Pierre,Paris,"18th arr., Paris","1,729 reviews",7.6,1,Good
6835,Virgina,Paris,"14th arr., Paris","2,800 reviews",8.3,1,Very good
6836,Grand Hôtel du Bel Air,Paris,"12th arr., Paris","1,517 reviews",7.3,2,Good
6837,Le Hameau de Passy,Paris,"16th arr., Paris","2,492 reviews",7.7,3,Good
6838,ibis Budget Paris Nord 18ème,Paris,"18th arr., Paris","3,283 reviews",6.9,4,Review score
6839,Hôtel des Beaux Arts,Paris,"13th arr., Paris",98 reviews,7.6,1,Good
6840,Pavillon de Montmartre,Paris,"18th arr., Paris","1,763 reviews",7.1,1,Good
6841,Hôtel Exquis by Elegancia,Paris,"11th arr., Paris","1,353 reviews",8.5,4,Very good
6842,COQ Hotel Paris,Paris,"13th arr., Paris","1,681 reviews",8.9,4,Fabulous
6843,Kube Hotel Paris - Ice Bar,Paris,"18th arr., Paris",407 reviews,7.8,5,Good
6844,Graphik Montparnasse,Paris,"14th arr., Paris",865 reviews,8.5,5,Very good
