S NO,HOTEL NAME,FREE WIFI,FAMILY ROOMS,NON SMOKING ROOMS,RESTAURANT,BAR,HEATING,LIFT,BREAKFAST CUISINE 1,BREAKFAST CUISINE 2,BREAKFAST CUISINE 3
6756,Hotel Luxia,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6757,Arcadie Montparnasse,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6758,Hotel Le Richemont,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6759,Apollon Montparnasse,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6760,Private room center Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6761,Studio 16 Trocadéro,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6762,Apollinaire,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6763,Hotel de L'Esperance,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6764,Mode Paris Aparthotel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6765,Best Western Plus Hôtel Mercedes,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6766,Hôtel Vendome Saint-Germain,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6767,Mercure Paris Gare du Nord,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6768,Charming apt - St Germain des Prés-Mobility Lease,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6769,Hôtel De La Paix,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6770,Pavillon Opéra Grands Boulevards,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6771,"Holiday Inn Paris Montmartre, an IHG Hotel",YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6772,Hôtel Hor Les Lumières,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6773,ibis Paris Vaugirard Porte de Versailles,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6774,Hotel Imperial Paris,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6775,Hôtel 15 Montparnasse,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6776,Hôtel Léonard de Vinci II,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6777,Hôtel du Parc Montparnasse,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6778,Hôtel Orchidée,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6779,Hotel Phenix Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6780,Auberge de Jeunesse HI Paris Yves Robert,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6781,Hôtel Des Arts-Bastille,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6782,Hotel Hippodrome,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6783,B&B HOTEL Paris Porte des Lilas,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6784,Amélie Hotel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6785,Hotel Meslay Republique,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6786,Hôtel Marais Hôme,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6787,Hotel de Neuve by Happyculture,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6788,Hotel du Chemin Vert,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6789,Hôtel Kabanel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6790,Best Western Plus 61 Paris Nation Hotel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6791,Hôtel Flor Rivoli,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6792,Hôtel L'Interlude,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6793,Hôtel De La Porte Dorée,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6794,Adagio Paris 19ème Cité de la Musique,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6795,L'Ouest Hotel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6796,VLH Montparnasse Eiffel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6797,Hotel Restaurant Au Boeuf Couronné,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6798,Hôtel Tiquetonne,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6799,Hôtel Odyssey by Elegancia,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6800,Novotel Paris Porte Versailles,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6801,Best Western Hotel Le Montparnasse,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6802,Hotel Viator - Gare de Lyon,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6803,Vice Versa,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6804,Hotel Du Beaumont,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6805,Paris Art Hotel Quartier Latin by Malone,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6806,Hôtel du Mont Blanc,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6807,AMHotel Italie,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6808,Hôtel Cabane - Orso Hotels,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6809,Hôtel Madeleine Haussmann,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6810,Best Western Plus Hotel Sydney Opera,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6811,Charming Studio 4P next to République,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6812,Hôtel Joe M,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6813,Montparnasse Daguerre,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6814,Relais du Pré,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6815,ibis Paris Gare du Nord Château Landon 10ème,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6816,Hotel Auguste,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6817,Hôtel Saint Pierre,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6818,Hôtel L de Lutèce,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6819,Les Plumes Hotel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6820,Hotel des Pyrénées,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6821,55 Hôtel Montparnasse,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6822,Nord Est Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6823,Altona,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6824,Hôtel Mistral,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6825,Cactus,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6826,Five Boutique Hotel Paris Quartier Latin,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6827,Hôtel du Cygne Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6828,Hotel The Playce by Happyculture,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6829,Hotel de Paris Montmartre,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6830,Jennifer,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6831,Hotel Le Clos d'Alésia,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6832,Hotel Eiffel Blomet,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6833,Residhome Paris Rosa Parks,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6834,WIT Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6835,"Holiday Inn Paris - Gare de Lyon Bastille, an IHG Hotel",NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6836,Best Western Le Montmartre – Saint Pierre,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6837,Virgina,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6838,Grand Hôtel du Bel Air,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6839,Le Hameau de Passy,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6840,ibis Budget Paris Nord 18ème,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6841,Hôtel des Beaux Arts,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6842,Pavillon de Montmartre,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6843,Hôtel Exquis by Elegancia,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6844,COQ Hotel Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6845,Kube Hotel Paris - Ice Bar,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6846,Graphik Montparnasse,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6847,Mary's Hotel République,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6848,Vestay Montaigne,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6849,Waldorf Montparnasse,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6850,Hotel de France Invalides,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6851,Hôtel des Buttes Chaumont,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6852,Best Western Au Trocadéro,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6853,Color Design Hotel,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6854,Cosy Studio village of Batignolles,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6855,ibis Paris Gare De L'Est TGV,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6856,Best Western Premier Faubourg 88,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6857,R. Kipling by Happyculture,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6858,Windsor Opera,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6859,Mercure Paris Gare De Lyon TGV,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6860,Mercure Paris Gare de l'Est,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6861,Studio J,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6862,Kyriad Paris 18 - Porte de Clignancourt - Montmartre,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6863,Dauphine Saint Germain,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6864,Europe Hotel Paris Eiffel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6865,Alliance 3,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6866,Chatillon Paris Montparnasse,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6867,Hôtel d'Argenson,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6868,Pavillon Monceau,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6869,Garden Saint Martin,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6870,Rose Bourbon,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6871,hotelF1 Paris Porte de Châtillon,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6872,Hôtel D'Alsace,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6873,Hôtel des Pyrénées - Entre Bastille et Nation,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6874,Beau M Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6875,Hotel Abbatial Saint Germain,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6876,Hôtel Neptune Place d'Italie,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6877,Grand Hotel du Loiret,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6878,Hotel Little Regina,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6879,FIAP Paris,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6880,Hotel Brady - Gare de l'Est,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6881,Hotel Minerve,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6882,Marceau Champs-Elysées,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6883,Hotel Best Western Anjou Lafayette,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6884,Best Western Allegro Nation,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6885,Libertel Austerlitz Jardin des Plantes,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6886,Korner Opera,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6887,Hôtel du Théâtre by Patrick Hayat,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6888,Hôtel Paris Vaugirard,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6889,Hotel OHM by Happyculture,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6890,Generator Paris,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6891,Hôtel de l'Exposition - Tour Eiffel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6892,Le Quartier Bercy-Square,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6893,Hôtel Soft,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6894,L'Amiral,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6895,Le Patio Bastille,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6896,Hotel De L'Horloge,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6897,MEININGER Hotel Paris Porte de Vincennes,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6898,Pink Hotel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6899,Hôtel Veryste Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6900,ibis Styles Paris Bercy,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6901,Convention Montparnasse,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6902,Hôtel Du Lion,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6903,Mama Shelter Paris East,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6904,Hôtel Elysées Flaubert,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6905,Campanile Paris 14 - Maine Montparnasse,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6906,Courcelles Etoile,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6907,Hotel Eiffel Seine,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6908,Hotel Geoffroy Marie Opéra,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6909,Hotel De Suede Saint Germain,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6910,Hotel des Arts - Cite Bergere,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6911,Odeon Hotel by Malone,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6912,Hôtel Galileo Champs Elysées,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6913,Hôtel Aston,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6914,Hotel Pilime,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6915,Best Western Aramis Saint Germain,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6916,Hotel Paris Italie,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6917,Mercure Paris Bastille Marais,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6918,Atelier Montparnasse Hôtel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6919,Hotel de Saint-Germain,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6920,Hotel Beausejour,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6921,Hôtel Gaston,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6922,Hotel Terminus Lyon,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6923,Hotel Belfort,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6924,Hôtel Lodge In Paris 13,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6925,Hôtel Beauquartier Moulin Rouge - Ex goldhotel,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6926,Hôtel Le M,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6927,Hotel Vacances Bleues Provinces Opera,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6928,ibis Paris Nation Davout,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6929,Timhotel Paris Gare de Lyon,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6930,Courtyard by Marriott Paris Gare de Lyon,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6931,Timhotel Tour Montparnasse,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6932,La Belle Ville,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6933,Grand Hôtel de Clermont,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6934,Hotel Bridget,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6935,Hôtel Transcontinental,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6936,New Hotel Saint Lazare,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6937,Hotel Royal Phare,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6938,OKKO Hotels Paris Gare de l'Est,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6939,Hotel Monceau Wagram,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6940,Hôtel Eiffel XV,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6941,ibis Paris Bastille Faubourg St Antoine,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6942,Hôtel Léna,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6943,Hotel Europe BLV,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6944,ibis budget Porte D'Orleans,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6945,Hôtel Istria by Magna Arbor,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6946,Hotel Camille Paris Tapestry Collection by Hilton,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6947,Hotel Choiseul Opera,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6948,Hôtel Baldi by Magna Arbor,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6949,HOTEL DE PARIS MONTPARNASSE,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6950,Hotel Richmond Gare du Nord,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6951,Hotel Modern Est,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6952,Albert's Hotel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6953,Timhotel Paris Gare de l'Est,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6954,Best Western Montcalm,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6955,Villa Des Princes,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6956,New Hôtel Gare Du Nord,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6957,Grand Hôtel Amelot,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6958,Hotel Elysée Secret,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6959,Hotel De La Poste,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6960,Hotel Ekta Champs Elysées,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6961,Hotel Bellevue Montmartre,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6962,Hôtel Aurore Paris Gare de Lyon,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6963,George Sand,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6964,Best Western Plus Opéra Batignolles,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6965,Hotel Louvre Saint-Honoré,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6966,Hôtel Belloy Saint Germain,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6967,ibis Paris Père Lachaise,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6968,Maison Du Pré,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6969,Hotel Paris Villette,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6970,Hôtel Etoile Trocadéro,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6971,Citadines Montparnasse Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6972,Hotel Monsieur Helder,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6973,Hôtel le 209 Paris Bercy,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6974,Hotel Lilas Blanc,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6975,Hôtel Wallace - Orso Hotels,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6976,ibis Styles Paris Buttes Chaumont,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6977,Hôtel Sanso by HappyCulture,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6978,Georgette Hôtel & Restaurant,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6979,Chouette Hotel,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6980,Hôtel Bedford,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6981,Zazie Hôtel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6982,HOTEL ABOUKIR,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6983,Hotel Albe Bastille,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6984,Saphir Grenelle,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6985,Murat,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6986,Hôtel du Quai de Seine,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6987,Grand Hôtel De Turin,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6988,Hotel Habituel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6989,Hôtel Avama Prony,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6990,9Hotel Bastille-Lyon,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6991,Artemisia Montmartre,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6992,Pullman Paris Tour Eiffel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6993,ibis Paris Gare De L Est 10ème,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6994,Best Western Opéra Faubourg,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6995,Hotel Mogador,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6996,Ibis Styles Paris Massena Olympiades,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6997,Hôtel Botaniste,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6998,Mercure Paris Opera Grands Boulevards,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6999,The Chess Hotel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7000,Hôtel des Ecrivains,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7001,Serotel Lutèce,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7002,Hôtel d'Orsay - Esprit de France,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7003,Villathena,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7004,Hôtel Petit Saint-Honoré,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7005,Hôtel 31 - Paris Tour Eiffel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7006,New Hotel Le Voltaire,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7007,Excelsior Batignolles,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7008,Hôtel Mayet,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7009,Denfert-Montparnasse,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7010,Hotel de Neuville Arc de Triomphe,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7011,Palym,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7012,Parc Hotel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7013,Odalys City Paris XVII,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7014,Appartement principal,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7015,TRIBE Paris Batignolles,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7016,"The Originals Boutique, Hôtel Maison Montmartre, Paris",NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7017,Mercure Paris Gare Montparnasse TGV,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7018,Hotel du Lys,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7019,Hipotel Paris Voltaire Bastille,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7020,Apartments WS Opéra - Laffitte,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7021,Hotel Orphée - Orso Hotels,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7022,Hotel Opéra Opal,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7023,"Lovely apartment Central, Le Marais, Paris",YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7024,Hôtel Le Relais Saint Charles,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7025,Hotel Terre Neuve,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7026,Elysees Niel Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7027,Aparthotel Adagio Paris Bercy Village,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7028,ibis Maine Montparnasse,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7029,Novotel Suites Paris Montreuil Vincennes,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7030,Hotel London,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7031,D'win,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7032,charmant Appartement Vaugirard,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7033,Kyriad Hotel XIII Italie Gobelins,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7034,Princesse Caroline,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7035,Ibis Styles Hotel Paris Gare de Lyon Bastille,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7036,ibis Paris Avenue de la Republique,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7037,Hôtel Esté,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7038,Bel Oranger Gare de Lyon,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7039,Amiral Hôtel,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7040,Hôtel Aiglon,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7041,Mercure Paris Alesia,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7042,Hotel Aulivia Opéra,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7043,Mercure Paris Gare De Lyon Opera Bastille,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7044,Hôtel Des Trois Gares,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
7045,Hotel 10 Opéra by HappyCulture,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
7046,Auberge Internationale des Jeunes,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
7047,Ibis Paris Tour Eiffel Cambronne 15ème,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
7048,Hôtel De Fleurie,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7049,Hôtel De Venise,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
7050,Appartement cosy parisien quartier latin,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
