SNO,HOTEL NAME,ROOM TYPE ,SINGLE BED,DOUBLE BED,PRICES,,,,
8246,Toyoko Inn Tokyo Ikebukuro Kita-guchi No.1,Superior Triple Room Max5 Comfort3,NO,NO,"₹ 13,323",,,,
8247,Sakura Cross Hotel Ueno Iriya Annex,Twin Room,YES,NO,"₹ 11,105",,,,
8248,"COB HOTEL ASAKUSA Theater rooms ,ex Hotel KOH Asakusa",One-Bedroom Apartment,YES,YES,"₹ 3,631",,,,
8249,Skytree Easy Access Studio Apt Bell Flat Inn #3,Economy Double Room,YES,YES,"₹ 7,396",,,,
8250,Hotel New York (Adult Only),Standard Twin Room,YES,YES,"₹ 18,637",,,,
8251,Asakusa View Hotel Annex Rokku,Triple Room with Private Bathroom,NO,YES,"₹ 9,495",,,,
8252,YOOSUU Ueno,Double Room,NO,NO,"₹ 12,493",,,,
8253,Hotel Grand Arc Hanzomon,Double Room - Non-Smoking,YES,NO,"₹ 7,329",,,,
8254,Super Hotel Shinagawa Aomono-Yokocho,Double Room with Shared Bathroom,YES,YES,"₹ 2,499",,,,
8255,Ueno Yushima Building,Double Room - Electric Cigarette only,YES,YES,"₹ 7,696",,,,
8256,APA Hotel Ikebukuro Eki Kitaguchi,Deluxe Twin Room,YES,YES,"₹ 18,990",,,,
8257,Asakusa Kokono Club Hotel,One-Bedroom Apartment,YES,YES,"₹ 9,785",,,,
8258,PLAZA IKEJIRI 201,Double Room with Small Double Bed - Non-Smoking,YES,NO,"₹ 7,218",,,,
8259,Ueno Urban Hotel,Standard Double or Twin Room,NO,NO,"₹ 28,651",,,,
8260,"InterContinental Tokyo Bay, an IHG Hotel",Standard Double Room,NO,YES,"₹ 11,094",,,,
8261,Sutton Place Hotel Ueno,Standard Double Room,YES,YES,"₹ 19,162",,,,
8262,Dormy Inn Premium Ginza,One-Bedroom Apartment,YES,YES,"₹ 4,837",,,,
8263,NOZOMIO PREMIER Meidaimae,Apartment,YES,YES,"₹ 8,051",,,,
8264,Serendipity Kinshicho,Double Room - Smoking,YES,NO,"₹ 15,991",,,,
8265,Ginza Creston,Standard Twin Room A,NO,NO,"₹ 7,496",,,,
8266,toggle hotel suidobashi TOKYO,Superior Double Room with Shower,NO,YES,"₹ 5,497",,,,
8267,Hills Hotel Gotanda,Standard Room Selected at Check-In,YES,YES,"₹ 31,316",,,,
8268,Hotel Allamanda Aoyama Tokyo,Queen Room - Non-Smoking,YES,YES,"₹ 25,320",,,,
8269,GINZA HOTEL by GRANBELL,Standard Double Room with Shared Bathroom,YES,YES,"₹ 2,998",,,,
8270,TIMES INN 3F,Double Room - Non-Smoking,YES,NO,"₹ 9,106",,,,
8271,Belken Hotel Tokyo,Three-Bedroom Apartment,NO,NO,"₹ 12,053",,,,
8272,10min walk to Shinjuku SoY7,Economy Double Room - Non-Smoking,NO,YES,"₹ 14,992",,,,
8273,remm Tokyo Kyobashi,Two-Bedroom Apartment,YES,YES,"₹ 9,228",,,,
8274,"NEW! Shibuya Square Prime Unit, Heart of Tokyo!",Comfort King Room with Sofa Bed - Non-Smoking,YES,YES,"₹ 11,838",,,,
8275,Hotel Mystays Premier Hamamatsucho,Small Double Room - Non-Smoking,YES,NO,"₹ 8,884",,,,
8276,Ginza International Hotel,Standard Double Room - Non-Smoking,YES,YES,"₹ 17,613",,,,
8277,Tokyu Stay Shibuya,Twin Room with Bathroom,NO,YES,"₹ 3,887",,,,
8278,YOOSUU Nippori1,Moderate Queen Room - Non-Smoking,NO,YES,"₹ 30,389",,,,
8279,Millennium Mitsui Garden Hotel Tokyo - Ginza,Superior Queen Room,YES,YES,"₹ 15,716",,,,
8280,HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only),One-Bedroom Apartment,YES,NO,"₹ 6,663",,,,
8281,walk to Higahsi Shinjuku sta. EoQ,Twin Room,YES,NO,"₹ 8,051",,,,
8282,CITAN Hostel,Standard Double Room with Small Double Bed - Non-Smoking,YES,YES,"₹ 10,494",,,,
8283,HOTEL MYSTAYS Nishi Shinjuku,Limited Offer 2 Capsule Rooms for Male - Non-Smoking,NO,YES,"₹ 3,998",,,,
8284,do-c Gotanda,Standard Double Room,NO,YES,"₹ 18,390",,,,
8285,Mitsui Garden Hotel Ginza-gochome,Quadruple Room with Shared Bathroom,YES,YES,"₹ 13,326",,,,
8286,Wise Owl Hostels Shibuya,Queen Room with Shared Bathroom,YES,NO,"₹ 4,997",,,,
8287,Ici Japon Village,One-Bedroom Apartment,YES,NO,"₹ 3,923",,,,
8288,Garden Otsuka,Small Double Room,NO,YES,"₹ 10,827",,,,
8289,ホテルカルタ赤坂,Double Room with Small Double Bed,YES,YES,"₹ 12,368",,,,
8290,Hamacho Hotel Tokyo,Single Room A (2 adult) - Smoking,YES,YES,"₹ 8,519",,,,
8291,Via Inn Akihabara,Double Room - Non-Smoking,YES,YES,"₹ 4,831",,,,
8292,Hotel Trend Asakusa Annex,Comfort Double Room,YES,YES,"₹ 23,121",,,,
8293,Mitsui Garden Hotel Gotanda - Tokyo,Mixed Dormitory Room,NO,YES,"₹ 2,499",,,,
8294,tokyo kokiri shinjuku,Moderate Double Room - Non-Smoking,NO,NO,"₹ 13,426",,,,
8295,Tokyu Stay Gotanda,Semi Double Room - Non-Smoking,YES,NO,"₹ 8,773",,,,
8296,Akasaka Urban Hotel Annex,Double Room - Smoking,YES,YES,"₹ 4,886",,,,
8297,Shinjuku East Hotel,Standard Room,YES,YES,"₹ 54,415",,,,
8298,Hotel Indigo Tokyo Shibuya,Moderate Double Room - Non-Smoking,YES,YES,"₹ 20,729",,,,
8299,Mitsui Garden Hotel Otemachi - Tokyo,Double Room,NO,YES,"₹ 6,552",,,,
8300,ホテルロイヤルオーク五反田,Twin Room,NO,NO,"₹ 9,479",,,,
8301,Ueno Touganeya Hotel,Double Room,YES,NO,"₹ 3,498",,,,
8302,ビジネスホテル韓国館,Standard Twin Room,YES,YES,"₹ 2,998",,,,
8303,Lodging Tokyo Shibamata,One-Bedroom Apartment,YES,YES,"₹ 5,275",,,,
8304,Ikebukuro sugamo nini 1 room,Standard Double Room - Non-Smoking,YES,YES,"₹ 8,884",,,,
8305,Keisei Richmond Hotel Tokyo Monzennakacho,Japanese-Style Room,YES,YES,"₹ 3,673",,,,
8306,花乃郷 ホテル 池袋,Family Room,YES,NO,"₹ 3,054",,,,
8307,オウルハウス,Standard Twin Room,NO,NO,"₹ 19,600",,,,
8308,HOTEL AMANEK Shinjuku Kabukicho,Double Room with Small Double Bed - Non-Smoking,NO,YES,"₹ 21,766",,,,
8309,Tokyu Stay Shinjuku,Standard Double Room,YES,YES,"₹ 26,930",,,,
8310,Shibuya Stream Excel Hotel Tokyu,One-Bedroom Apartment,YES,YES,"₹ 5,997",,,,
8311,幸町HOUSE,Premium King Room,YES,YES,"₹ 32,742",,,,
8312,Hilton Tokyo Hotel,Two-Bedroom Apartment,YES,NO,"₹ 7,334",,,,
8313,Chatelet Nishi-Oi,Apartment,NO,NO,"₹ 11,854",,,,
8314,Sky Tree View Kinshicho - Vacation STAY 15488,Standard Twin Room with Ocean View - Smoking,NO,YES,"₹ 16,658",,,,
8315,Bayside Hotel Azur Takeshiba,Apartment,YES,YES,"₹ 11,854",,,,
8316,Sky Tree View Kinshicho - Vacation STAY 15438,Two-Bedroom Apartment,YES,YES,"₹ 5,499",,,,
8317,Tsukimura Building,Economy Triple Room with Shared Bathroom,YES,YES,"₹ 7,396",,,,
8318,Cocts Akihabara,Renovated Standard Double Room with Small Double Bed - Non-Smoking,YES,NO,"₹ 6,108",,,,
8319,City Hotel Southern Cross,Moderate Semi-Double (formerly Semi-Double Non-Smoking),NO,NO,"₹ 12,271",,,,
8320,Tokyu Stay Monzen-Nakacho,Double Room - Smoking,NO,YES,"₹ 8,384",,,,
8321,Hotel Abest Meguro,Superior Double Room with Small Double Bed - Lower Floor - Non-Smoking - House Keeping is Optional with Additional Cost,YES,YES,"₹ 5,305",,,,
8322,FLEXSTAY INN Ekoda,Double Room,YES,YES,"₹ 8,551",,,,
8323,Tosei Hotel Cocone Ueno Okachimachi,Five-Bedroom House,YES,NO,"₹ 15,741",,,,
8324,5LDK3toilets: 最近の駅6分・スカイツリー電車1分・浅草電車4分・NRT電車60分,Standard Double Room - Non-Smoking,YES,YES,"₹ 15,990",,,,
8325,The Gate Hotel Asakusa Kaminarimon by Hulic,One-Bedroom Apartment,NO,YES,"₹ 3,069",,,,
8326,Elegant House,Double Room with Small Double Bed - Non-Smoking (2 Adults),NO,YES,"₹ 9,204",,,,
8327,Tokyu Stay Ikebukuro,Standard Double Room,YES,YES,"₹ 16,502",,,,
8328,LOF HOTEL Shimbashi,Superior King Room - Non-Smoking,YES,NO,"₹ 34,421",,,,
8329,Mitsui Garden Hotel Roppongi Tokyo Premier,Five-Bedroom House,YES,NO,"₹ 28,160",,,,
8330,"QiQi House Tokyo まるごと新築一軒家宿 Spacious New Home, 8 Guests, Easy Airport & Disney Access",Economy Double Room,YES,YES,"₹ 6,108",,,,
8331,Hotel Le Club (Adult Only),Standard Double Room,NO,YES,"₹ 6,385",,,,
8332,Olympic Inn Kanda,Double Room,NO,YES,"₹ 9,439",,,,
8333,Galois Hotel Shinokubo,Triple Room,YES,YES,"₹ 10,994",,,,
8334,dots. tokyo,Deluxe Twin Room,YES,NO,"₹ 10,461",,,,
8335,Jeffery Skytree Residence Tokyo,Casual Semi-Double Room - Non smoking,YES,NO,"₹ 6,646",,,,
8336,Centurion Hotel Ueno,Triple Room with Garden View,NO,YES,"₹ 9,820",,,,
8337,Hotel SAILS Asakusa,Apartment,YES,YES,"₹ 4,609",,,,
8338,Rhodes Otsuka - Vacation STAY 33208v,Double Room with Small Double Bed - Non-Smoking,YES,YES,"₹ 6,180",,,,
8339,R&B Hotel Higashi Nihonbashi,Standard Double - Prosecco,YES,YES,"₹ 27,652",,,,
8340,The Royal Park Canvas Ginza Corridor,Standard Double Room,YES,YES,"₹ 5,441",,,,
8341,HOTEL Shuffle,One-Bedroom Apartment,NO,YES,"₹ 3,631",,,,
8342,Easy Access to Skytree Studio Bell Flat Inn #4,Double Room with Small Double Bed - Non-Smoking,NO,NO,"₹ 23,851",,,,
8343,Marunouchi Hotel,Economy Double Room,YES,NO,"₹ 10,972",,,,
8344,Tokyu Stay Yoga,Room Selected at Check-In - Non-Smoking,YES,YES,"₹ 9,217",,,,
8345,Super Hotel Tokyo Nihombashi Mitsukoshimae,Double Room,YES,YES,"₹ 13,881",,,,
8346,Hotel Yaenomidori Tokyo,Economy Double Room - Non-Smoking,YES,YES,"₹ 9,972",,,,
8347,HOTEL MYSTAYS Ochanomizu Conference Center,Superior Double Room - Smoking,NO,YES,"₹ 5,947",,,,
8348,HOTEL MYSTAYS Kanda,Superior Twin Room,NO,NO,"₹ 14,153",,,,
8349,Hotel Villa Fontaine Tokyo-Jimbocho,Economy Twin Room - Non-Smoking,YES,NO,"₹ 11,833",,,,
8350,Tobu Hotel Levant Tokyo,Single Room A with Desk - Smoking,YES,YES,"₹ 9,421",,,,
8351,Via Inn Higashiginza,Standard Double Room - Smoking - House Keeping is Optional with Additional Cost,YES,YES,"₹ 5,247",,,,
8352,FLEXSTAY INN Iidabashi,Double Room,YES,YES,"₹ 5,997",,,,
8353,New City Hotel,Double Room - Smoking,YES,YES,"₹ 12,893",,,,
8354,Keio Presso Inn Tokyo Station Yaesu,Standard Room,YES,NO,"₹ 10,876",,,,
8355,stayme THE HOTEL Asakusa Riverside,Superior Twin Room,NO,NO,"₹ 15,197",,,,
8356,karaksa hotel colors Tokyo Yaesu,Double Room with Small Double Bed - Non-Smoking,NO,YES,"₹ 8,395",,,,
8357,Keio Presso Inn Gotanda,Villa,YES,YES,"₹ 16,616",,,,
8358,小木屋东新小岩,Apartment,YES,YES,"₹ 11,738",,,,
8359,Tachikawa 333 Residence - Vacation STAY 79020v,Room Selected at Check-In,YES,YES,"₹ 7,141",,,,
8360,Super Hotel JR Ikebukuro Nishiguchi,Budget Double Room,YES,NO,"₹ 8,329",,,,
8361,yksi SAUNA & STAY,Standard  Room with Shower Booth,NO,NO,"₹ 26,652",,,,
8362,stayme THE HOTEL Ueno,Junior Suite with Sauna,NO,YES,"₹ 38,868",,,,
8363,HOTELみなと-MINATO-,Standard Double Room,YES,YES,"₹ 9,707",,,,
8364,花築浅草和心ホテル,Suite with City View,YES,YES,"₹ 20,799",,,,
8365,ulu Tokyo,Two-Bedroom Suite,YES,YES,"₹ 39,562",,,,
8366,MIMARU SUITES Tokyo NIHOMBASHI,Queen Room with Two Queen Beds,YES,NO,"₹ 15,325",,,,
8367,Minn Higashi-Ueno,Compact - Non Smoking,NO,NO,"₹ 22,904",,,,
8368,all day place shibuya,Superior Double Room,NO,YES,"₹ 12,127",,,,
8369,BON Tokyo Asakusa,King Studio,YES,YES,"₹ 34,081",,,,
8370,Oakwood Hotel & Apartments Azabu Tokyo,Superior Triple Room,YES,YES,"₹ 15,547",,,,
8371,hotel aima,Triple Room with City View,YES,NO,"₹ 13,570",,,,
8372,ラフィット両国,Double Room with Private Bathroom,YES,YES,"₹ 5,246",,,,
8373,japan house sky tree,Standard Family Room,NO,YES,"₹ 12,882",,,,
8374,Minn Asakusa,Double Room,NO,YES,"₹ 10,106",,,,
8375,Asta Hotel,Standard Double Room,YES,YES,"₹ 20,433",,,,
8376,2269AZAVU,One-Bedroom Apartment,YES,NO,"₹ 8,011",,,,
8377,Eternity APARTMENT HOTEL 品川,One-Bedroom Apartment 202,YES,NO,"₹ 9,595",,,,
8378,TOGOSHI 568 STAY Togoshi Ginza,Deluxe Family Suite,YES,YES,"₹ 14,214",,,,
8379,Sukumo -蒅-,One-Bedroom Suite,NO,YES,"₹ 17,180",,,,
8380,Prime Suites Tokyo,Standard Room with Sofa Bed,NO,YES,"₹ 20,606",,,,
8381,Hotel Vintage Kagurazaka Tokyo,Standard Twin Room,YES,YES,"₹ 19,989",,,,
8382,Minn Ueno,Deluxe Double Room,YES,NO,"₹ 9,759",,,,
8383,Hotel Shu,Apartment,YES,NO,"₹ 16,658",,,,
8384,HIZ HOTEL Ginza,Superior Apartment,NO,YES,"₹ 16,283",,,,
8385,Section L Ginza East,Superior Queen Room,YES,YES,"₹ 9,265",,,,
8386,Stay SAKURA Tokyo ASAKUSA ART DECO HOTEL,One-Bedroom Apartment,YES,YES,"₹ 12,532",,,,
8387,Hermitage Nishi Shinjuku,Superior Queen Room with City View,YES,YES,"₹ 63,854",,,,
8388,THE AOYAMA GRAND HOTEL,Superior Quadruple Room,YES,YES,"₹ 13,964",,,,
8389,Eisei Stay,"Aloft King, Guest room, 1 King",NO,YES,"₹ 34,204",,,,
8390,Aloft Tokyo Ginza,Deluxe Twin Room,NO,NO,"₹ 11,768",,,,
8391,Court Residence Tokyo Nakano,Superior Triple Room,YES,NO,"₹ 9,703",,,,
8392,U-Hotel Takadanobaba,One-Bedroom Apartment 101,YES,YES,"₹ 11,993",,,,
8393,GIVE Araiyakushi,"Deluxe, Guest room, 2 Queen, City view",YES,YES,"₹ 76,958",,,,
8394,"The Tokyo EDITION, Toranomon",Deluxe Family Room Max 6 Comfort 4,YES,YES,"₹ 20,639",,,,
8395,Sakura Cross Hotel Shinjuku East Annex,Superior Apartment,NO,YES,"₹ 17,180",,,,
8396,スポルト東京,Duplex Apartment,NO,NO,"₹ 20,789",,,,
8397,Laffitte Hirai Condominium Hotel,Triple Room with View,YES,NO,"₹ 14,292",,,,
8398,Laffitte Tokyo WEST,Grand Japanese Room,YES,YES,"₹ 26,342",,,,
8399,MONday Apart Premium 浜松町,Queen Room,YES,YES,"₹ 38,113",,,,
8400,sequence MIYASHITA PARK - Shibuya,Duplex Apartment,YES,YES,"₹ 10,494",,,,
8401,nestay inn tokyo kagurazaka 01,Apartment,YES,YES,"₹ 16,102",,,,
8402,STAY ARI Kabukicho,Economy Twin Room,YES,NO,"₹ 11,919",,,,
8403,Stay SAKURA Tokyo Asakusa Edo no Mai,Deluxe Room City View Double,NO,NO,"₹ 170,050",,,,
8404,Four Seasons Hotel Tokyo at Otemachi,Standard Twin Room with Sofa,NO,YES,"₹ 16,880",,,,
8405,-Yoshitsuki kaku- Yoshitsuki Apart Hotel,chapter 1 Twin,YES,YES,"₹ 61,078",,,,
8406,"mesm Tokyo, Autograph Collection",Essential Twin Room with Walk-in Shower,YES,YES,"₹ 41,255",,,,
8407,"Kimpton Shinjuku Tokyo, an IHG Hotel",Twin Room with Shower,YES,YES,"₹ 14,572",,,,
8408,Stay SAKURA Tokyo Shinjuku Hyakukura,Family Room with Private Bathroom,YES,NO,"₹ 16,271",,,,
8409,Oyado Kien Ryogoku,Family Room with Private Bathroom,NO,NO,"₹ 21,408",,,,
8410,YADOYA Uguisu,Family Apartment,NO,YES,"₹ 35,397",,,,
8411,MIMARU TOKYO SHINJUKU WEST,Deluxe King Room,YES,YES,"₹ 11,993",,,,
8412,Himalaya Cloud Hotel,Superior Apartment,YES,YES,"₹ 21,510",,,,
8413,ラフィット御徒町,Standard Triple Room,YES,YES,"₹ 12,849",,,,
8414,Laffitte Tokyo,Apartment with Shower,YES,NO,"₹ 12,993",,,,
8415,宿坊 正伝寺 Temple hotel Shoden-ji,Deluxe Room,NO,NO,"₹ 49,640",,,,
8416,ホテルパセラリビング,Superior Family Room,NO,YES,"₹ 20,822",,,,
8417,Ostay UENO Hotel Apartment,Double Room,YES,YES,"₹ 12,216",,,,
8418,Hotel Petit Bali Garden Shin-Okubo (Adult Only),Double Room,YES,YES,"₹ 24,431",,,,
8419,THE LIVELY TOKYO AZABUJUBAN,Family Room,YES,NO,"₹ 13,743",,,,
8420,Sakura Cross Hotel Ueno Okachimachi,Twin Room,YES,YES,"₹ 10,661",,,,
8421,PLAYSIS Asakusa,Double Room,NO,NO,"₹ 27,535",,,,
8422,HOTEL CEN,Three-Bedroom House,NO,NO,"₹ 25,053",,,,
8423,HAKU HOTEL,One-Bedroom Apartment - 4F,YES,YES,"₹ 8,995",,,,
8424,Mitsuba Guest House,Superior Double Room,YES,YES,"₹ 27,096",,,,
8425,THE BLOSSOM HIBIYA,Superior Double Room,YES,YES,"₹ 19,989",,,,
8426,KARIO SASAZUKA TERRACE,Family Room,YES,YES,"₹ 14,867",,,,
8427,Akihabara Nakagawa Inn,Standard Queen Room,NO,NO,"₹ 22,832",,,,
8428,HOTEL D-WAVE Shinjuku（Adult Only),[Prestige] King Room with View Bath,NO,YES,"₹ 77,263",,,,
8429,The Okura Tokyo,Standard Double Room,YES,YES,"₹ 11,105",,,,
8430,Book Tea Bed SHINJUKU-GYOEN,Loft Bed Apartment,YES,NO,"₹ 29,151",,,,
8431,MIMARU TOKYO HATCHOBORI,Standard Double Room - Smoking,YES,NO,"₹ 25,033",,,,
8432,The Gate Hotel Tokyo by Hulic,Standard Double Room,NO,YES,"₹ 8,563",,,,
8433,Guest House One More Heart at TSUKIJI 1,Superior Twin Room,YES,YES,"₹ 14,659",,,,
8434,karaksa hotel premier Tokyo Ginza,Economy Double Room,NO,YES,"₹ 11,993",,,,
8435,Sakura Cross Hotel Shinjuku East,Deluxe Double Room,NO,NO,"₹ 10,994",,,,
8436,HOTEL EXE (Adult Only),Comfort Quadruple Room,YES,YES,"₹ 15,991",,,,
8437,PLAYSIS East Tokyo,Economy Double Room,YES,YES,"₹ 8,662",,,,
8438,Numero Uno Tokyo,Family Room,YES,YES,"₹ 13,272",,,,
8439,Smi:re Stay Oshiage,Twin Room - Disability Access,YES,YES,"₹ 27,485",,,,
8440,Ebisuholic Hotel,Double Room　Non - Smoking,NO,NO,"₹ 27,044",,,,
8441,The OneFive Tokyo Shibuya,Family Apartment,YES,NO,"₹ 27,069",,,,
8442,MIMARU TOKYO NIHOMBASHI SUITENGUMAE,Deluxe Studio with Kitchenette,YES,YES,"₹ 25,111",,,,
8443,Artist Hotel - BnA STUDIO Akihabara,One-Bedroom Apartment,NO,YES,"₹ 17,213",,,,
8444,City Hideout,Studio Apartment,NO,YES,"₹ 22,321",,,,
8445,Home n Lounge,Apartment (Sofa-Bed),YES,YES,"₹ 33,315",,,,
8446,MIMARU TOKYO AKASAKA,Double Room with Sofa Bed,YES,YES,"₹ 7,796",,,,
8447,Sakura Cross Hotel Ueno Iriya,Double Room,YES,YES,"₹ 29,317",,,,
8448,Candeo Hotels Tokyo Shimbashi,One-Bedroom House,NO,NO,"₹ 17,226",,,,
8449,Stay SAKURA Tokyo Asakusa Townhouse,Twin Room,YES,NO,"₹ 71,644",,,,
8450,Hyatt Centric Ginza Tokyo,Comfort Double - Non-Smoking,YES,YES,"₹ 16,891",,,,
8451,Tokyu Stay Takanawa,Standard Queen Room,YES,YES,"₹ 19,190",,,,
8452,HOTEL PERRIER (Adult Only),Deluxe Twin Room,YES,YES,"₹ 11,216",,,,
8453,Guest House Wagokoro,Family Room with Shared Bathroom,NO,YES,"₹ 7,996",,,,
8454,Little Japan,Standard Double Room,NO,NO,"₹ 32,791",,,,
8455,TRUNK (HOTEL),Deluxe Double Studio,YES,NO,"₹ 62,251",,,,
8456,Ascott Marunouchi Tokyo,Holiday Home,YES,YES,"₹ 19,989",,,,
8457,Luxury New House,Standard Twin Room,YES,YES,"₹ 9,995",,,,
8458,Hotel Axas Nihonbashi,Family Room,YES,YES,"₹ 13,326",,,,
8459,Randor Residence Tokyo Classic,Double Room with Private Bathroom,YES,YES,"₹ 9,439",,,,
8460,UNPLAN Kagurazaka,Standard Double Room,YES,NO,"₹ 14,811",,,,
8461,ibis Styles Tokyo Ginza,Deluxe King Room - Non-Smoking,NO,NO,"₹ 91,324",,,,
8462,"The Prince Gallery Tokyo Kioicho, a Luxury Collection Hotel",Twin Room,NO,YES,"₹ 10,661",,,,
8463,Sheena To Ippei,Superior Studio,YES,YES,"₹ 52,964",,,,
8464,Oakwood Premier Tokyo,Deluxe Double Room,YES,YES,"₹ 85,668",,,,
8465,Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN,Moderate Double Room - Smoking,YES,YES,"₹ 14,292",,,,
8466,Richmond Hotel Tokyo Suidobashi,Superior Twin Room - Non-Smoking,YES,NO,"₹ 28,318",,,,
8467,JR Kyushu Hotel Blossom Shinjuku,Southern Tower King Room - Non-Smoking,NO,NO,"₹ 23,737",,,,
8468,Odakyu Hotel Century Southern Tower,Twin Room with View,NO,YES,"₹ 67,851",,,,
8469,Grand Hyatt Tokyo,Twin Room with View,YES,YES,"₹ 67,851",,,,
8470,Grand Hyatt Tokyo,Deluxe King Room,YES,YES,"₹ 101,145",,,,
8471,Palace Hotel Tokyo,Standard Double Room,YES,YES,"₹ 28,496",,,,
8472,Roppongi Hotel S,Standard Double Room with No View with no Bathtub - Smoking,YES,NO,"₹ 11,419",,,,
8473,B:CONTE Asakusa,Small Double Room - Non-Smoking,NO,NO,"₹ 23,598",,,,
8474,APA Hotel Shibuya Dogenzakaue,Hollywood Twin Room - Non Smoking,NO,YES,"₹ 26,005",,,,
8475,Dormy Inn Premium Shibuya-jingumae,Double Room - Non-Smoking,YES,YES,"₹ 24,098",,,,
8476,Solaria Nishitetsu Hotel Ginza,Double Room with Two Double Beds,YES,YES,"₹ 50,695",,,,
8477,The Westin Tokyo,Comfort Double Room - Cleaning every 4 days,YES,YES,"₹ 16,780",,,,
8478,Hundred Stay Tokyo Shinjuku,Semi Double Room - Non-Smoking 17-24th Floor,YES,NO,"₹ 14,116",,,,
8479,Sunshine City Prince Hotel Ikebukuro,Deluxe Twin Room (Non-Smoking)+ Sauna Access,NO,NO,"₹ 32,992",,,,
8480,"The Prince Sakura Tower Tokyo, Autograph Collection",Double Room with Small Double Bed - Non-Smoking,NO,YES,"₹ 14,714",,,,
8481,Nishitetsu Inn Shinjuku,Deluxe King Room,YES,YES,"₹ 94,823",,,,
8482,Four Seasons Hotel Tokyo at Marunouchi,Studio Double Room,YES,YES,"₹ 22,393",,,,
8483,Citadines Shinjuku Tokyo,Economy Double Room - Non Smoking,YES,YES,"₹ 14,292",,,,
8484,Tokyu Stay Yotsuya Shinjuku,Economy Double Room with Small Double Bed - Non-Smoking,YES,NO,"₹ 11,116",,,,
8485,Tokyu Stay Nihombashi,Basic Double Room,NO,NO,"₹ 27,280",,,,
8486,Shibuya Hotel En,Premium Twin Room - Non-Smoking,NO,YES,"₹ 26,607",,,,
8487,Tokyu Stay Aoyama Premier,Superior King Room,YES,YES,"₹ 28,040",,,,
8488,THE KITANO HOTEL TOKYO,Deluxe King Room - Non-Smoking,YES,YES,"₹ 96,931",,,,
8489,The Capitol Hotel Tokyu,Standard Double Room - Non-Smoking,YES,YES,"₹ 17,352",,,,
8490,Dormy Inn Tokyo Hatchobori Hot Spring,Deluxe King,YES,NO,"₹ 84,898",,,,
8491,"The Ritz-Carlton, Tokyo",Standard Double Room with Shower - Non-Smoking,NO,NO,"₹ 10,057",,,,
8492,the b ikebukuro,Standard Double Room - Smoking,NO,YES,"₹ 35,120",,,,
8493,Keio Plaza Hotel Tokyo,Twin Room - Non-Smoking,YES,YES,"₹ 19,989",,,,
8494,Shiba Park Hotel,Deluxe King Room,YES,YES,"₹ 94,065",,,,
8495,Park Hyatt Tokyo,Classic Room,YES,YES,"₹ 31,649",,,,
8496,"The Strings by InterContinental, Tokyo, an IHG Hotel","Standard Double Room with Cypress Bath ""Shin-Edo"" - Non-Smoking",YES,NO,"₹ 46,757",,,,
8497,Hotel New Otani Tokyo The Main,Twin Room - Non Smoking - Above 26th floor,NO,NO,"₹ 29,428",,,,
8498,Park Hotel Tokyo,King Room with Bay View,NO,YES,"₹ 108,321",,,,
8499,Conrad Tokyo,Junior King Suite,YES,YES,"₹ 45,309",,,,
8500,"ANA InterContinental Tokyo, an IHG Hotel",Superior Twin Room - Non-Smoking,YES,YES,"₹ 24,792",,,,
8501,Mercure Tokyo Ginza,Economy Double Room + Late Check in at 22:00 / Check out at 10:00,YES,YES,"₹ 4,947",,,,
8502,The CALM Hotel Tokyo,One-Bedroom Apartment,YES,NO,"₹ 8,995",,,,
8503,ZAITO Kikukawa SRS Apartment 新築マンション,Double Room with Small Double Bed - Non-Smoking,NO,NO,"₹ 7,392",,,,
8504,HOTEL LiVEMAX Tokyo Shiomi Ekimae,Standard Double Room with Small Double Bed - Non-Smoking - House Keeping is Optional with Additional Cost,NO,YES,"₹ 4,375",,,,
8505,HOTEL MYSTAYS Asakusa,Superior Double Room - Non-Smoking,YES,YES,"₹ 8,884",,,,
8506,Roppongi Plaza Hotel,Budget Triple Room,YES,YES,"₹ 5,597",,,,
8507,Sophiearth Apartment,Twin Room,YES,YES,"₹ 6,663",,,,
